variable,label_zh,label_en,n,missing,mean,std_dev,min,max,ci95_lower,ci95_upper
O_AID_03,分析与AI辅助决策措施实施后，会用同口径基线检查效果并决定标准化、修正或停止。,"After an action for analytics and AI-assisted decisions, the team uses a like-for-like baseline to standardise, revise, or stop it.",64,0,2.703125,0.7700687971739618,1.0,4.0,2.5107675377596363,2.8954824622403637
O_AID_04,分析与AI辅助决策主要依靠个人经验临时调整，较少保留前后对比和回退条件。,"Analytics and ai-assisted decisions mainly relies on ad hoc personal judgement, with little before-after evidence or rollback criteria.",64,0,2.671875,0.7570764046908889,1.0,4.0,2.4827629408400447,2.8609870591599553
O_AID_05,情景：模型建议调整参数但与资深人员经验冲突时，数据或模型建议会经过人员确认、安全边界检查和结果复核。,"Scenario: when a model recommends a parameter change that conflicts with expert judgement, data or model advice is subject to human confirmation, safety-boundary checks, and outcome review.",64,0,2.671875,0.8175590362645243,1.0,4.0,2.4676548289910523,2.8760951710089477
O_PDC_01,团队定期使用问题、基线、措施、检查、标准化与复盘记录识别PDCA闭环改善的主要损失和机会。,"The team routinely uses problem, baseline, action, check, standardisation, and review records to identify the main losses and opportunities in closed-loop PDCA improvement.",64,0,2.75,0.7126966450997984,1.0,4.0,2.5719736749473197,2.9280263250526803
O_PDC_02,针对措施实施后不复测、无负责人或未标准化的建议会转化为责任人、措施、时限和可量化目标。,"Recommendations addressing actions are not remeasured, lack owners, or are not standardised are converted into owners, actions, due dates, and measurable targets.",64,0,2.640625,0.6514254821007225,1.0,4.0,2.477903756085876,2.803346243914124
O_PDC_03,PDCA闭环改善措施实施后，会用同口径基线检查效果并决定标准化、修正或停止。,"After an action for closed-loop PDCA improvement, the team uses a like-for-like baseline to standardise, revise, or stop it.",64,0,2.671875,0.7979077302744635,1.0,4.0,2.4725635791752296,2.8711864208247704
O_PDC_04,PDCA闭环改善主要依靠个人经验临时调整，较少保留前后对比和回退条件。,"Closed-loop pdca improvement mainly relies on ad hoc personal judgement, with little before-after evidence or rollback criteria.",64,0,2.59375,0.8492527060481814,1.0,5.0,2.3816129858323087,2.8058870141676913
O_PDC_05,情景：试点指标短期改善，但一个月后效果回落时，数据或模型建议会经过人员确认、安全边界检查和结果复核。,"Scenario: when a pilot improves briefly but performance declines after one month, data or model advice is subject to human confirmation, safety-boundary checks, and outcome review.",64,0,2.609375,0.7041191164559659,1.0,4.0,2.43349127785277,2.78525872214723
O_ALM_01,团队定期使用报警频率、持续时间、洪泛、搁置与响应效果识别报警与异常优先级优化的主要损失和机会。,"The team routinely uses alarm frequency, duration, floods, shelving, and response effectiveness to identify the main losses and opportunities in alarm and exception prioritisation.",64,0,2.703125,0.7276770498572075,1.0,4.0,2.521356681176057,2.884893318823943
O_ALM_02,针对报警过多、优先级失真或关键报警被淹没的建议会转化为责任人、措施、时限和可量化目标。,"Recommendations addressing alarm overload, distorted priorities, or critical alarms being buried are converted into owners, actions, due dates, and measurable targets.",64,0,2.6875,0.709907215041694,1.0,4.0,2.510170453844274,2.864829546155726
O_ALM_03,报警与异常优先级优化措施实施后，会用同口径基线检查效果并决定标准化、修正或停止。,"After an action for alarm and exception prioritisation, the team uses a like-for-like baseline to standardise, revise, or stop it.",64,0,2.65625,0.6718548123582124,1.0,4.0,2.4884256612221147,2.8240743387778853
O_ALM_04,报警与异常优先级优化主要依靠个人经验临时调整，较少保留前后对比和回退条件。,"Alarm and exception prioritisation mainly relies on ad hoc personal judgement, with little before-after evidence or rollback criteria.",64,0,2.671875,0.7139135935444982,1.0,4.0,2.4935446902704195,2.8502053097295805
O_ALM_05,情景：同一时间出现大量报警且人员必须先处理最关键项时，数据或模型建议会经过人员确认、安全边界检查和结果复核。,"Scenario: when many alarms occur simultaneously and staff must identify the critical first action, data or model advice is subject to human confirmation, safety-boundary checks, and outcome review.",64,0,2.625,0.6784669927988098,1.0,4.0,2.4555239876910013,2.7944760123089987
O_SIM_01,团队定期使用模型假设、参数、试验方案、预测误差与验证记录识别仿真、数字模型与试验设计的主要损失和机会。,"The team routinely uses model assumptions, parameters, experiment plans, prediction error, and validation to identify the main losses and opportunities in simulation, digital models, and designed experiments.",64,0,2.6875,0.6636838030841121,1.0,5.0,2.5217167186103335,2.8532832813896665
O_SIM_02,针对未经验证即按模型结果改现场的建议会转化为责任人、措施、时限和可量化目标。,"Recommendations addressing shop-floor changes are made from an unvalidated model are converted into owners, actions, due dates, and measurable targets.",64,0,2.625,0.6784669927988098,1.0,4.0,2.4555239876910013,2.7944760123089987
O_SIM_03,仿真、数字模型与试验设计措施实施后，会用同口径基线检查效果并决定标准化、修正或停止。,"After an action for simulation, digital models, and designed experiments, the team uses a like-for-like baseline to standardise, revise, or stop it.",64,0,2.515625,0.7344620642412539,1.0,4.0,2.3321618350104036,2.6990881649895964
O_SIM_04,仿真、数字模型与试验设计主要依靠个人经验临时调整，较少保留前后对比和回退条件。,"Simulation, digital models, and designed experiments mainly relies on ad hoc personal judgement, with little before-after evidence or rollback criteria.",64,0,2.765625,0.7916666666666667,1.0,4.0,2.567872550479718,2.963377449520282
O_SIM_05,情景：高风险参数调整需要先评估对质量和安全的影响时，数据或模型建议会经过人员确认、安全边界检查和结果复核。,"Scenario: when a high-risk parameter change must be assessed for quality and safety effects first, data or model advice is subject to human confirmation, safety-boundary checks, and outcome review.",64,0,2.625,0.7453559924999299,1.0,4.0,2.4388156126970757,2.8111843873029243
O_BEN_01,团队定期使用成本、收益、KPI基线、归因、维护成本与复制条件识别效益跟踪与规模化复制的主要损失和机会。,"The team routinely uses cost, benefit, KPI baseline, attribution, upkeep cost, and replication criteria to identify the main losses and opportunities in benefit tracking and scale-up.",64,0,2.828125,0.8077931430166772,1.0,5.0,2.62634427654244,3.02990572345756
O_BEN_02,针对收益口径不清、只报好结果或忽略持续成本的建议会转化为责任人、措施、时限和可量化目标。,"Recommendations addressing benefit definitions are unclear, only positive results are reported, or recurring cost is ignored are converted into owners, actions, due dates, and measurable targets.",64,0,2.65625,0.8768404680152522,1.0,5.0,2.4372217679302826,2.8752782320697174
O_BEN_03,效益跟踪与规模化复制措施实施后，会用同口径基线检查效果并决定标准化、修正或停止。,"After an action for benefit tracking and scale-up, the team uses a like-for-like baseline to standardise, revise, or stop it.",64,0,2.609375,0.7263124409679087,1.0,4.0,2.4279475503345784,2.7908024496654216
O_BEN_04,效益跟踪与规模化复制主要依靠个人经验临时调整，较少保留前后对比和回退条件。,"Benefit tracking and scale-up mainly relies on ad hoc personal judgement, with little before-after evidence or rollback criteria.",64,0,2.609375,0.7891564212137269,1.0,4.0,2.4122495911372543,2.8065004088627457
H_TRN_01,围绕岗位培训与持续学习，岗位要求、责任人和可获得支持清楚。,"For role-based training and continuous learning, role expectations, owners, and available support are clear.",64,0,2.828125,0.8077931430166772,1.0,5.0,2.62634427654244,3.02990572345756
H_TRN_02,员工能通过岗位能力矩阵、培训、练习、考核与现场辅导证明自己具备完成岗位任务的能力。,"Staff can demonstrate job-task competence through role competence matrix, training, practice, assessment, and floor coaching.",64,0,2.90625,0.8303518091653243,1.0,5.0,2.698834289398686,3.113665710601314
H_TRN_03,出现培训只讲功能、不结合岗位任务或无练习时，一线反馈会被记录、响应并用于调整工具或流程。,"When training covers features but not job tasks or practice occurs, frontline feedback is recorded, answered, and used to adjust tools or workflows.",64,0,3.03125,0.8351171384426468,2.0,5.0,2.822643945562019,3.239856054437981
H_TRN_04,岗位培训与持续学习更多依赖少数热心人员，人员调动后往往难以持续。,Role-based training and continuous learning depends mainly on a few enthusiastic individuals and often weakens after staff changes.,64,0,2.84375,0.7605083930325923,2.0,5.0,2.653780655659459,3.033719344340541
H_TRN_05,情景：新工具上线后夜班人员遇到问题但现场无人支持时，团队能在不牺牲安全、质量和人员尊严的前提下作出决定。,"Scenario: when night-shift staff face problems after go-live without on-site support, the team can decide without compromising safety, quality, or worker dignity.",64,0,2.859375,0.888501279576751,1.0,5.0,2.637433983867528,3.081316016132472
H_SKL_01,围绕数字化与数据技能，岗位要求、责任人和可获得支持清楚。,"For digital and data skills, role expectations, owners, and available support are clear.",64,0,2.921875,0.7194505729958988,1.0,5.0,2.7421615939553146,3.1015884060446854
H_SKL_02,员工能通过读图、识别异常、数据记录、基础分析与问题解决能力证明自己具备完成岗位任务的能力。,"Staff can demonstrate job-task competence through trend reading, anomaly recognition, data recording, basic analysis, and problem-solving skills.",64,0,2.921875,0.7194505729958988,1.0,5.0,2.7421615939553146,3.1015884060446854
H_SKL_03,出现只会录入但不会解释或行动时，一线反馈会被记录、响应并用于调整工具或流程。,"When staff can enter data but cannot interpret or act on it occurs, frontline feedback is recorded, answered, and used to adjust tools or workflows.",64,0,2.796875,0.8003905296791061,1.0,4.0,2.596943394336574,2.996806605663426
H_SKL_04,数字化与数据技能更多依赖少数热心人员，人员调动后往往难以持续。,Digital and data skills depends mainly on a few enthusiastic individuals and often weakens after staff changes.,64,0,2.765625,0.7916666666666667,1.0,5.0,2.567872550479718,2.963377449520282
H_SKL_05,情景：人员需要根据趋势和现场现象判断数据是否可信时，团队能在不牺牲安全、质量和人员尊严的前提下作出决定。,"Scenario: when staff must judge data credibility from trends and physical conditions, the team can decide without compromising safety, quality, or worker dignity.",64,0,2.875,0.7663560447348134,1.0,5.0,2.6835699557250727,3.0664300442749273
H_MGT_01,围绕管理支持与资源保障，岗位要求、责任人和可获得支持清楚。,"For management support and resources, role expectations, owners, and available support are clear.",64,0,2.875,0.7867957924694432,1.0,5.0,2.678464258652947,3.071535741347053
H_MGT_02,员工能通过负责人、预算、时间、跨部门协调与障碍清单证明自己具备完成岗位任务的能力。,"Staff can demonstrate job-task competence through owners, budget, time, cross-functional coordination, and barrier log.",64,0,2.734375,0.8772646430628867,1.0,4.0,2.515240812155931,2.953509187844069
H_MGT_03,出现项目口头支持但没有时间、人员或决策权限时，一线反馈会被记录、响应并用于调整工具或流程。,"When projects receive verbal support but no time, staff, or decision authority occurs, frontline feedback is recorded, answered, and used to adjust tools or workflows.",64,0,2.890625,0.6694510307256853,2.0,4.0,2.7234011080085705,3.0578488919914295
H_MGT_04,管理支持与资源保障更多依赖少数热心人员，人员调动后往往难以持续。,Management support and resources depends mainly on a few enthusiastic individuals and often weakens after staff changes.,64,0,2.875,0.7663560447348134,2.0,5.0,2.6835699557250727,3.0664300442749273
H_MGT_05,情景：试点遇到跨部门资源冲突，需要快速升级决策时，团队能在不牺牲安全、质量和人员尊严的前提下作出决定。,"Scenario: when a pilot encounters a cross-functional resource conflict requiring rapid escalation, the team can decide without compromising safety, quality, or worker dignity.",64,0,2.890625,0.7991500941724734,1.0,4.0,2.691003245906985,3.090246754093015
H_INC_01,围绕认可、激励与绩效一致性，岗位要求、责任人和可获得支持清楚。,"For recognition, incentives, and performance alignment, role expectations, owners, and available support are clear.",64,0,2.8125,0.753299619978875,1.0,4.0,2.6243313535913435,3.0006686464086565
H_INC_02,员工能通过改善建议、采用行为、团队贡献与公平反馈记录证明自己具备完成岗位任务的能力。,"Staff can demonstrate job-task competence through improvement ideas, adoption behaviours, team contribution, and fair feedback records.",64,0,2.828125,0.8461807285662002,1.0,5.0,2.616755342975803,3.039494657024197
H_INC_03,出现只考核产量导致人员回避学习和规范记录时，一线反馈会被记录、响应并用于调整工具或流程。,"When output-only targets discourage learning and disciplined recording occurs, frontline feedback is recorded, answered, and used to adjust tools or workflows.",64,0,2.84375,0.7811011763011547,1.0,5.0,2.648636731448345,3.038863268551655
H_INC_04,认可、激励与绩效一致性更多依赖少数热心人员，人员调动后往往难以持续。,"Recognition, incentives, and performance alignment depends mainly on a few enthusiastic individuals and often weakens after staff changes.",64,0,2.875,0.7663560447348134,1.0,4.0,2.6835699557250727,3.0664300442749273
H_INC_05,情景：短期产量压力与完成培训、校准或数据治理发生冲突时，团队能在不牺牲安全、质量和人员尊严的前提下作出决定。,"Scenario: when short-term output pressure conflicts with training, calibration, or data-governance work, the team can decide without compromising safety, quality, or worker dignity.",64,0,2.953125,0.7648983229452424,1.0,5.0,2.7620590837940497,3.1441909162059503
H_CHG_01,围绕变革参与与阻力管理，岗位要求、责任人和可获得支持清楚。,"For change participation and resistance management, role expectations, owners, and available support are clear.",64,0,2.90625,0.9209854970162591,1.0,5.0,2.6761946677798494,3.1363053322201506
H_CHG_02,员工能通过一线反馈、试用、问题清单、沟通与调整记录证明自己具备完成岗位任务的能力。,"Staff can demonstrate job-task competence through frontline feedback, trials, issue logs, communication, and adjustment records.",64,0,2.875,0.7663560447348134,1.0,4.0,2.6835699557250727,3.0664300442749273
H_CHG_03,出现工具由上而下推行、问题无人回应或增加负担时，一线反馈会被记录、响应并用于调整工具或流程。,"When tools are imposed top-down, issues go unanswered, or workload increases occurs, frontline feedback is recorded, answered, and used to adjust tools or workflows.",64,0,2.8125,0.7943251103624894,1.0,4.0,2.614083491002547,3.010916508997453
H_CHG_04,变革参与与阻力管理更多依赖少数热心人员，人员调动后往往难以持续。,Change participation and resistance management depends mainly on a few enthusiastic individuals and often weakens after staff changes.,64,0,2.890625,0.7153018565834609,1.0,4.0,2.711947912481114,3.069302087518886
H_CHG_05,情景：员工认为新系统只用于监控个人而不愿真实记录时，团队能在不牺牲安全、质量和人员尊严的前提下作出决定。,"Scenario: when staff believe a new system is for personal surveillance and avoid honest recording, the team can decide without compromising safety, quality, or worker dignity.",64,0,2.890625,0.7991500941724734,1.0,5.0,2.691003245906985,3.090246754093015
H_HMT_01,围绕人机协同、信任与责任边界，岗位要求、责任人和可获得支持清楚。,"For human-machine collaboration, trust, and accountability, role expectations, owners, and available support are clear.",64,0,2.796875,0.7385031514908414,1.0,4.0,2.6124024014495646,2.9813475985504354
H_HMT_02,员工能通过建议依据、置信度、人工确认、回退、越权与责任记录证明自己具备完成岗位任务的能力。,"Staff can demonstrate job-task competence through recommendation evidence, confidence, human confirmation, rollback, override, and accountability records.",64,0,2.859375,0.8331845105205861,1.0,4.0,2.651251701653302,3.067498298346698
H_HMT_03,出现人员盲从系统或完全忽视系统建议时，一线反馈会被记录、响应并用于调整工具或流程。,"When staff either over-rely on or completely ignore system advice occurs, frontline feedback is recorded, answered, and used to adjust tools or workflows.",64,0,2.765625,0.7069313857277693,1.0,4.0,2.5890387938899786,2.9422112061100214
H_HMT_04,人机协同、信任与责任边界更多依赖少数热心人员，人员调动后往往难以持续。,"Human-machine collaboration, trust, and accountability depends mainly on a few enthusiastic individuals and often weakens after staff changes.",64,0,2.859375,0.7317556080012437,1.0,4.0,2.676587887664275,3.042162112335725
PERF_QUALITY,过去12个月，本区域的质量稳定性或一次合格率有所改善。,"During the past 12 months, quality stability or first-pass yield in this area has improved.",64,0,3.09375,0.5554563403470574,2.0,4.0,2.9550011344355345,3.2324988655644655
PERF_COST,过去12个月，本区域的返工、材料、能源或维修成本有所降低。,"During the past 12 months, rework, material, energy, or maintenance cost in this area has decreased.",64,0,3.0,0.563436169819011,2.0,4.0,2.8592578323410085,3.1407421676589915
PERF_EFF,过去12个月，本区域的产量、设备利用率或作业效率有所提高。,"During the past 12 months, output, asset utilisation, or work efficiency in this area has improved.",64,0,3.078125,0.48155460881383044,2.0,4.0,2.957836237721201,3.198413762278799
PERF_FLEX,过去12个月，本区域应对订单变化、换线、插单、装卸或异常的能力有所提高。,"During the past 12 months, this area has improved its ability to handle order changes, changeovers, urgent jobs, loading, or exceptions.",64,0,3.078125,0.5434950825554035,2.0,4.0,2.94236396773361,3.21388603226639
BARR_01,可用于数字化改造的预算和持续运维资金不足。,Budget and recurring operating funds for digital improvement are insufficient.,64,0,3.125,0.549169647365276,2.0,4.0,2.9878215036185187,3.2621784963814813
BARR_02,老旧设备、封闭协议或供应商限制显著增加了接入难度。,"Legacy assets, closed protocols, or supplier constraints materially increase integration difficulty.",64,0,3.046875,0.4856573846222203,2.0,4.0,2.9255613948168535,3.1681886051831465
BARR_03,网络安全、合规或数据权限要求使项目难以推进。,"Cybersecurity, compliance, or data-access requirements make projects difficult to advance.",64,0,3.015625,0.5192237032034015,2.0,4.0,2.8859267779063607,3.1453232220936393
BARR_04,数据标准、责任归属和跨部门流程不清晰。,"Data standards, ownership, and cross-functional workflows are unclear.",64,0,3.109375,0.5940762470437505,2.0,4.0,2.960979168772988,3.257770831227012
BARR_05,一线人员缺少培训时间、数字技能或现场支持。,"Frontline staff lack training time, digital skills, or shop-floor support.",64,0,3.015625,0.5489437910335498,1.0,5.0,2.8785029208515778,3.1527470791484222
BARR_06,项目缺少可信基线，难以证明收益并持续获得支持。,"Projects lack credible baselines, making benefits difficult to demonstrate and sustain.",64,0,2.828125,0.4897257898113486,2.0,4.0,2.705795137437749,2.950454862562251
