variable,label_zh,label_en,n,missing,mean,std_dev,min,max,ci95_lower,ci95_upper
O_AID_01,团队定期使用模型输入、版本、置信度、解释、人工确认与反馈识别分析与AI辅助决策的主要损失和机会。,"The team routinely uses model inputs, versions, confidence, explanations, human confirmation, and feedback to identify the main losses and opportunities in analytics and AI-assisted decisions.",60,0,2.9,0.729522713718023,1.0,4.0,2.711544299591471,3.0884557004085287
O_AID_02,针对建议不可解释、数据漂移或人员盲目接受的建议会转化为责任人、措施、时限和可量化目标。,"Recommendations addressing recommendations are opaque, data drift occurs, or users accept them blindly are converted into owners, actions, due dates, and measurable targets.",60,0,2.9,0.8772066606129532,1.0,5.0,2.673393490675139,3.1266065093248607
O_AID_03,分析与AI辅助决策措施实施后，会用同口径基线检查效果并决定标准化、修正或停止。,"After an action for analytics and AI-assisted decisions, the team uses a like-for-like baseline to standardise, revise, or stop it.",60,0,2.816666666666667,0.7700245795475263,1.0,5.0,2.6177482248667827,3.015585108466551
O_AID_04,分析与AI辅助决策主要依靠个人经验临时调整，较少保留前后对比和回退条件。,"Analytics and ai-assisted decisions mainly relies on ad hoc personal judgement, with little before-after evidence or rollback criteria.",60,0,2.716666666666667,0.8044719642367519,1.0,4.0,2.508849521801371,2.9244838115319625
O_AID_05,情景：模型建议调整参数但与资深人员经验冲突时，数据或模型建议会经过人员确认、安全边界检查和结果复核。,"Scenario: when a model recommends a parameter change that conflicts with expert judgement, data or model advice is subject to human confirmation, safety-boundary checks, and outcome review.",60,0,2.9,0.9333736875860418,1.0,5.0,2.6588840090523784,3.1411159909476214
O_PDC_01,团队定期使用问题、基线、措施、检查、标准化与复盘记录识别PDCA闭环改善的主要损失和机会。,"The team routinely uses problem, baseline, action, check, standardisation, and review records to identify the main losses and opportunities in closed-loop PDCA improvement.",60,0,2.8833333333333333,0.761169186891749,1.0,4.0,2.686702482027831,3.0799641846388357
O_PDC_02,针对措施实施后不复测、无负责人或未标准化的建议会转化为责任人、措施、时限和可量化目标。,"Recommendations addressing actions are not remeasured, lack owners, or are not standardised are converted into owners, actions, due dates, and measurable targets.",60,0,2.816666666666667,0.8334463200240205,1.0,5.0,2.6013646520213105,3.0319686813120232
O_PDC_03,PDCA闭环改善措施实施后，会用同口径基线检查效果并决定标准化、修正或停止。,"After an action for closed-loop PDCA improvement, the team uses a like-for-like baseline to standardise, revise, or stop it.",60,0,2.85,0.7089022308339535,1.0,4.0,2.6668711351671233,3.033128864832877
O_PDC_04,PDCA闭环改善主要依靠个人经验临时调整，较少保留前后对比和回退条件。,"Closed-loop pdca improvement mainly relies on ad hoc personal judgement, with little before-after evidence or rollback criteria.",60,0,2.85,0.8601340061144985,1.0,4.0,2.6278038249948774,3.0721961750051228
O_PDC_05,情景：试点指标短期改善，但一个月后效果回落时，数据或模型建议会经过人员确认、安全边界检查和结果复核。,"Scenario: when a pilot improves briefly but performance declines after one month, data or model advice is subject to human confirmation, safety-boundary checks, and outcome review.",60,0,2.8333333333333335,0.8268106308031117,1.0,5.0,2.6197454989818936,3.0469211676847734
O_ALM_01,团队定期使用报警频率、持续时间、洪泛、搁置与响应效果识别报警与异常优先级优化的主要损失和机会。,"The team routinely uses alarm frequency, duration, floods, shelving, and response effectiveness to identify the main losses and opportunities in alarm and exception prioritisation.",60,0,2.85,0.7324211069911228,1.0,4.0,2.660795565214775,3.0392044347852254
O_ALM_02,针对报警过多、优先级失真或关键报警被淹没的建议会转化为责任人、措施、时限和可量化目标。,"Recommendations addressing alarm overload, distorted priorities, or critical alarms being buried are converted into owners, actions, due dates, and measurable targets.",60,0,2.816666666666667,0.7008872504569529,1.0,4.0,2.635608290815566,2.997725042517768
O_ALM_03,报警与异常优先级优化措施实施后，会用同口径基线检查效果并决定标准化、修正或停止。,"After an action for alarm and exception prioritisation, the team uses a like-for-like baseline to standardise, revise, or stop it.",60,0,2.85,0.7773270149271754,1.0,4.0,2.649195139109549,3.050804860890451
O_ALM_04,报警与异常优先级优化主要依靠个人经验临时调整，较少保留前后对比和回退条件。,"Alarm and exception prioritisation mainly relies on ad hoc personal judgement, with little before-after evidence or rollback criteria.",60,0,2.933333333333333,0.6856066636017631,1.0,4.0,2.7562223516404916,3.1104443150261747
O_ALM_05,情景：同一时间出现大量报警且人员必须先处理最关键项时，数据或模型建议会经过人员确认、安全边界检查和结果复核。,"Scenario: when many alarms occur simultaneously and staff must identify the critical first action, data or model advice is subject to human confirmation, safety-boundary checks, and outcome review.",60,0,2.7666666666666666,0.7217367628174831,1.0,4.0,2.5802222906524523,2.953111042680881
O_SIM_01,团队定期使用模型假设、参数、试验方案、预测误差与验证记录识别仿真、数字模型与试验设计的主要损失和机会。,"The team routinely uses model assumptions, parameters, experiment plans, prediction error, and validation to identify the main losses and opportunities in simulation, digital models, and designed experiments.",60,0,2.7666666666666666,0.6731324866865129,1.0,4.0,2.5927781065699973,2.940555226763336
O_SIM_02,针对未经验证即按模型结果改现场的建议会转化为责任人、措施、时限和可量化目标。,"Recommendations addressing shop-floor changes are made from an unvalidated model are converted into owners, actions, due dates, and measurable targets.",60,0,3.0,0.6638357975446149,1.0,4.0,2.8285130293682945,3.1714869706317055
O_SIM_03,仿真、数字模型与试验设计措施实施后，会用同口径基线检查效果并决定标准化、修正或停止。,"After an action for simulation, digital models, and designed experiments, the team uses a like-for-like baseline to standardise, revise, or stop it.",60,0,2.8833333333333333,0.8455600223594002,1.0,5.0,2.6649020175500873,3.1017646491165793
O_SIM_04,仿真、数字模型与试验设计主要依靠个人经验临时调整，较少保留前后对比和回退条件。,"Simulation, digital models, and designed experiments mainly relies on ad hoc personal judgement, with little before-after evidence or rollback criteria.",60,0,2.85,0.7552079071691764,1.0,4.0,2.6549091105412277,3.0450908894587725
O_SIM_05,情景：高风险参数调整需要先评估对质量和安全的影响时，数据或模型建议会经过人员确认、安全边界检查和结果复核。,"Scenario: when a high-risk parameter change must be assessed for quality and safety effects first, data or model advice is subject to human confirmation, safety-boundary checks, and outcome review.",60,0,2.816666666666667,0.7476894729916952,1.0,4.0,2.62351799470469,3.009815338628644
O_BEN_01,团队定期使用成本、收益、KPI基线、归因、维护成本与复制条件识别效益跟踪与规模化复制的主要损失和机会。,"The team routinely uses cost, benefit, KPI baseline, attribution, upkeep cost, and replication criteria to identify the main losses and opportunities in benefit tracking and scale-up.",60,0,2.75,0.7729538324626148,1.0,4.0,2.550324851932571,2.949675148067429
O_BEN_02,针对收益口径不清、只报好结果或忽略持续成本的建议会转化为责任人、措施、时限和可量化目标。,"Recommendations addressing benefit definitions are unclear, only positive results are reported, or recurring cost is ignored are converted into owners, actions, due dates, and measurable targets.",60,0,2.8833333333333333,0.8044719642367519,1.0,5.0,2.6755161884680376,3.091150478198629
O_BEN_03,效益跟踪与规模化复制措施实施后，会用同口径基线检查效果并决定标准化、修正或停止。,"After an action for benefit tracking and scale-up, the team uses a like-for-like baseline to standardise, revise, or stop it.",60,0,2.95,0.7685557664227723,1.0,4.0,2.751460992864712,3.1485390071352883
O_BEN_04,效益跟踪与规模化复制主要依靠个人经验临时调整，较少保留前后对比和回退条件。,"Benefit tracking and scale-up mainly relies on ad hoc personal judgement, with little before-after evidence or rollback criteria.",60,0,2.9166666666666665,0.765609686518134,1.0,5.0,2.7188887126712573,3.1144446206620757
H_TRN_01,围绕岗位培训与持续学习，岗位要求、责任人和可获得支持清楚。,"For role-based training and continuous learning, role expectations, owners, and available support are clear.",60,0,3.1666666666666665,0.5870543146605618,2.0,4.0,3.0150144563011265,3.3183188770322065
H_TRN_02,员工能通过岗位能力矩阵、培训、练习、考核与现场辅导证明自己具备完成岗位任务的能力。,"Staff can demonstrate job-task competence through role competence matrix, training, practice, assessment, and floor coaching.",60,0,3.0833333333333335,0.7431419023347088,1.0,5.0,2.8913594234414113,3.2753072432252557
H_TRN_03,出现培训只讲功能、不结合岗位任务或无练习时，一线反馈会被记录、响应并用于调整工具或流程。,"When training covers features but not job tasks or practice occurs, frontline feedback is recorded, answered, and used to adjust tools or workflows.",60,0,3.1166666666666667,0.7831199372753781,2.0,5.0,2.914365335251016,3.3189679980823175
H_TRN_04,岗位培训与持续学习更多依赖少数热心人员，人员调动后往往难以持续。,Role-based training and continuous learning depends mainly on a few enthusiastic individuals and often weakens after staff changes.,60,0,3.1333333333333333,0.6500760494407536,2.0,4.0,2.965400882550835,3.3012657841158317
H_TRN_05,情景：新工具上线后夜班人员遇到问题但现场无人支持时，团队能在不牺牲安全、质量和人员尊严的前提下作出决定。,"Scenario: when night-shift staff face problems after go-live without on-site support, the team can decide without compromising safety, quality, or worker dignity.",60,0,2.933333333333333,0.7997174642327565,1.0,5.0,2.726744406056738,3.139922260609928
H_SKL_01,围绕数字化与数据技能，岗位要求、责任人和可获得支持清楚。,"For digital and data skills, role expectations, owners, and available support are clear.",60,0,3.15,0.7552079071691765,1.0,5.0,2.9549091105412275,3.3450908894587723
H_SKL_02,员工能通过读图、识别异常、数据记录、基础分析与问题解决能力证明自己具备完成岗位任务的能力。,"Staff can demonstrate job-task competence through trend reading, anomaly recognition, data recording, basic analysis, and problem-solving skills.",60,0,3.2,0.7083042533080239,2.0,5.0,3.017025609142174,3.3829743908578265
H_SKL_03,出现只会录入但不会解释或行动时，一线反馈会被记录、响应并用于调整工具或流程。,"When staff can enter data but cannot interpret or act on it occurs, frontline feedback is recorded, answered, and used to adjust tools or workflows.",60,0,3.216666666666667,0.6911465950282972,2.0,5.0,3.0381245689337475,3.395208764399586
H_SKL_04,数字化与数据技能更多依赖少数热心人员，人员调动后往往难以持续。,Digital and data skills depends mainly on a few enthusiastic individuals and often weakens after staff changes.,60,0,3.0833333333333335,0.6960339624157418,2.0,4.0,2.903528694726998,3.263137971939669
H_SKL_05,情景：人员需要根据趋势和现场现象判断数据是否可信时，团队能在不牺牲安全、质量和人员尊严的前提下作出决定。,"Scenario: when staff must judge data credibility from trends and physical conditions, the team can decide without compromising safety, quality, or worker dignity.",60,0,3.15,0.7988338958884624,1.0,5.0,2.9436393226298874,3.3563606773701125
H_MGT_01,围绕管理支持与资源保障，岗位要求、责任人和可获得支持清楚。,"For management support and resources, role expectations, owners, and available support are clear.",60,0,3.1166666666666667,0.761169186891749,1.0,5.0,2.9200358153611643,3.313297517972169
H_MGT_02,员工能通过负责人、预算、时间、跨部门协调与障碍清单证明自己具备完成岗位任务的能力。,"Staff can demonstrate job-task competence through owners, budget, time, cross-functional coordination, and barrier log.",60,0,3.1333333333333333,0.6756457467795108,2.0,5.0,2.958795529310151,3.3078711373565155
H_MGT_03,出现项目口头支持但没有时间、人员或决策权限时，一线反馈会被记录、响应并用于调整工具或流程。,"When projects receive verbal support but no time, staff, or decision authority occurs, frontline feedback is recorded, answered, and used to adjust tools or workflows.",60,0,3.2,0.6839565850033842,2.0,5.0,3.0233152788089073,3.376684721191093
H_MGT_04,管理支持与资源保障更多依赖少数热心人员，人员调动后往往难以持续。,Management support and resources depends mainly on a few enthusiastic individuals and often weakens after staff changes.,60,0,3.033333333333333,0.7356921488320419,1.0,5.0,2.8432838988385662,3.2233827678281
H_MGT_05,情景：试点遇到跨部门资源冲突，需要快速升级决策时，团队能在不牺牲安全、质量和人员尊严的前提下作出决定。,"Scenario: when a pilot encounters a cross-functional resource conflict requiring rapid escalation, the team can decide without compromising safety, quality, or worker dignity.",60,0,3.1,0.729522713718023,2.0,5.0,2.9115442995914713,3.288455700408529
H_INC_01,围绕认可、激励与绩效一致性，岗位要求、责任人和可获得支持清楚。,"For recognition, incentives, and performance alignment, role expectations, owners, and available support are clear.",60,0,3.216666666666667,0.6661721329614917,2.0,5.0,3.0445761565987004,3.388757176734633
H_INC_02,员工能通过改善建议、采用行为、团队贡献与公平反馈记录证明自己具备完成岗位任务的能力。,"Staff can demonstrate job-task competence through improvement ideas, adoption behaviours, team contribution, and fair feedback records.",60,0,3.2,0.7767817135518025,2.0,5.0,2.9993360053919793,3.400663994608021
H_INC_03,出现只考核产量导致人员回避学习和规范记录时，一线反馈会被记录、响应并用于调整工具或流程。,"When output-only targets discourage learning and disciplined recording occurs, frontline feedback is recorded, answered, and used to adjust tools or workflows.",60,0,3.1333333333333333,0.72408133887757,2.0,5.0,2.9462832890989854,3.320383377567681
H_INC_04,认可、激励与绩效一致性更多依赖少数热心人员，人员调动后往往难以持续。,"Recognition, incentives, and performance alignment depends mainly on a few enthusiastic individuals and often weakens after staff changes.",60,0,3.1666666666666665,0.7170246117012378,2.0,5.0,2.981439568363405,3.351893764969928
H_INC_05,情景：短期产量压力与完成培训、校准或数据治理发生冲突时，团队能在不牺牲安全、质量和人员尊严的前提下作出决定。,"Scenario: when short-term output pressure conflicts with training, calibration, or data-governance work, the team can decide without compromising safety, quality, or worker dignity.",60,0,3.0833333333333335,0.719973320284095,1.0,5.0,2.8973445028306033,3.2693221638360637
H_CHG_01,围绕变革参与与阻力管理，岗位要求、责任人和可获得支持清楚。,"For change participation and resistance management, role expectations, owners, and available support are clear.",60,0,3.1,0.7745966692414834,1.0,5.0,2.8999004621911735,3.3000995378088267
H_CHG_02,员工能通过一线反馈、试用、问题清单、沟通与调整记录证明自己具备完成岗位任务的能力。,"Staff can demonstrate job-task competence through frontline feedback, trials, issue logs, communication, and adjustment records.",60,0,3.0833333333333335,0.7431419023347087,2.0,5.0,2.8913594234414113,3.2753072432252557
H_CHG_03,出现工具由上而下推行、问题无人回应或增加负担时，一线反馈会被记录、响应并用于调整工具或流程。,"When tools are imposed top-down, issues go unanswered, or workload increases occurs, frontline feedback is recorded, answered, and used to adjust tools or workflows.",60,0,3.066666666666667,0.7098977407062844,2.0,4.0,2.8832806343642567,3.250052698969077
H_CHG_04,变革参与与阻力管理更多依赖少数热心人员，人员调动后往往难以持续。,Change participation and resistance management depends mainly on a few enthusiastic individuals and often weakens after staff changes.,60,0,3.05,0.7685557664227725,2.0,5.0,2.8514609928647117,3.248539007135288
H_CHG_05,情景：员工认为新系统只用于监控个人而不愿真实记录时，团队能在不牺牲安全、质量和人员尊严的前提下作出决定。,"Scenario: when staff believe a new system is for personal surveillance and avoid honest recording, the team can decide without compromising safety, quality, or worker dignity.",60,0,3.0,0.552344770738994,2.0,4.0,2.857314215610784,3.142685784389216
H_HMT_01,围绕人机协同、信任与责任边界，岗位要求、责任人和可获得支持清楚。,"For human-machine collaboration, trust, and accountability, role expectations, owners, and available support are clear.",60,0,3.1,0.6561314461114262,2.0,4.0,2.9305032743849786,3.2694967256150216
H_HMT_02,员工能通过建议依据、置信度、人工确认、回退、越权与责任记录证明自己具备完成岗位任务的能力。,"Staff can demonstrate job-task competence through recommendation evidence, confidence, human confirmation, rollback, override, and accountability records.",60,0,3.05,0.7461766955734742,1.0,5.0,2.8572421198839133,3.2427578801160863
H_HMT_03,出现人员盲从系统或完全忽视系统建议时，一线反馈会被记录、响应并用于调整工具或流程。,"When staff either over-rely on or completely ignore system advice occurs, frontline feedback is recorded, answered, and used to adjust tools or workflows.",60,0,3.1666666666666665,0.6422066478409216,2.0,5.0,3.0007670978800336,3.3325662354532994
H_HMT_04,人机协同、信任与责任边界更多依赖少数热心人员，人员调动后往往难以持续。,"Human-machine collaboration, trust, and accountability depends mainly on a few enthusiastic individuals and often weakens after staff changes.",60,0,2.933333333333333,0.6604227374117243,2.0,4.0,2.7627280496262228,3.1039386170404435
PERF_QUALITY,过去12个月，本区域的质量稳定性或一次合格率有所改善。,"During the past 12 months, quality stability or first-pass yield in this area has improved.",60,0,3.2666666666666666,0.5163977794943223,2.0,4.0,3.1332669747941155,3.4000663585392177
PERF_COST,过去12个月，本区域的返工、材料、能源或维修成本有所降低。,"During the past 12 months, rework, material, energy, or maintenance cost in this area has decreased.",60,0,3.216666666666667,0.4903014177278999,2.0,4.0,3.0900083798831233,3.3433249534502103
PERF_EFF,过去12个月，本区域的产量、设备利用率或作业效率有所提高。,"During the past 12 months, output, asset utilisation, or work efficiency in this area has improved.",60,0,3.316666666666667,0.5365194379932872,2.0,4.0,3.178068999221186,3.455264334112148
PERF_FLEX,过去12个月，本区域应对订单变化、换线、插单、装卸或异常的能力有所提高。,"During the past 12 months, this area has improved its ability to handle order changes, changeovers, urgent jobs, loading, or exceptions.",60,0,3.4166666666666665,0.6454972243679028,2.0,5.0,3.2499170518259777,3.5834162815073554
BARR_01,可用于数字化改造的预算和持续运维资金不足。,Budget and recurring operating funds for digital improvement are insufficient.,60,0,2.966666666666667,0.5513209612012653,2.0,4.0,2.824245360325755,3.1090879730075787
BARR_02,老旧设备、封闭协议或供应商限制显著增加了接入难度。,"Legacy assets, closed protocols, or supplier constraints materially increase integration difficulty.",60,0,3.0833333333333335,0.497167116011244,2.0,4.0,2.9549014486145224,3.2117652180521445
BARR_03,网络安全、合规或数据权限要求使项目难以推进。,"Cybersecurity, compliance, or data-access requirements make projects difficult to advance.",60,0,2.9833333333333334,0.5365194379932873,1.0,4.0,2.8447356658878524,3.1219310007788144
BARR_04,数据标准、责任归属和跨部门流程不清晰。,"Data standards, ownership, and cross-functional workflows are unclear.",60,0,3.0833333333333335,0.5301636033600229,2.0,4.0,2.946377552075862,3.220289114590805
BARR_05,一线人员缺少培训时间、数字技能或现场支持。,"Frontline staff lack training time, digital skills, or shop-floor support.",60,0,3.05,0.6223247830459754,2.0,4.0,2.889236461503998,3.2107635384960016
BARR_06,项目缺少可信基线，难以证明收益并持续获得支持。,"Projects lack credible baselines, making benefits difficult to demonstrate and sustain.",60,0,3.05,0.5944660045019182,2.0,4.0,2.896433147123681,3.203566852876319
